classroom_id,date,day,period,students_present,source
B202,2026-08-12,Tue,5,22.0,wifi_log
B202,2026-08-12,Tue,6,25.0,qr_checkin
B202,2026-08-12,Tue,7,26.0,qr_checkin
B202,2026-08-12,Tue,8,26.0,wifi_log
B202,2026-08-17,Wed,1,4.0,qr_checkin
B202,2026-08-17,Wed,2,18.0,wifi_log
B202,2026-08-17,Wed,3,23.0,qr_checkin
B202,2026-08-17,Wed,4,21.0,wifi_log
B202,2026-08-17,Wed,5,18.0,wifi_log
B202,2026-08-17,Wed,6,22.0,wifi_log
B202,2026-08-17,Wed,7,23.0,qr_checkin
B202,2026-08-17,Wed,8,27.0,qr_checkin
B202,2026-08-08,Thu,1,21.0,wifi_log
B202,2026-08-08,Thu,2,22.0,qr_checkin
B202,2026-08-08,Thu,3,19.0,wifi_log
B202,2026-08-08,Thu,4,19.0,wifi_log
B202,2026-08-08,Thu,5,19.0,wifi_log
B202,2026-08-08,Thu,6,21.0,wifi_log
B202,2026-08-08,Thu,7,0.0,wifi_log
B202,2026-08-08,Thu,8,23.0,qr_checkin
B202,2026-08-05,Fri,1,19.0,wifi_log
B202,2026-08-05,Fri,2,0.0,qr_checkin
B202,2026-08-05,Fri,3,25.0,qr_checkin
B202,2026-08-05,Fri,4,22.0,wifi_log
B202,2026-08-05,Fri,5,19.0,wifi_log
B202,2026-08-05,Fri,6,26.0,qr_checkin
B202,2026-08-05,Fri,7,24.0,wifi_log
B202,2026-08-05,Fri,8,22.0,wifi_log
B103,2026-08-02,Mon,1,25.0,qr_checkin
B103,2026-08-02,Mon,2,25.0,wifi_log
B103,2026-08-02,Mon,3,0.0,wifi_log
B103,2026-08-02,Mon,4,26.0,wifi_log
B103,2026-08-02,Mon,5,26.0,wifi_log
B103,2026-08-02,Mon,6,18.0,qr_checkin
B103,2026-08-02,Mon,7,27.0,wifi_log
B103,2026-08-02,Mon,8,27.0,wifi_log
B103,2026-08-12,Tue,1,28.0,wifi_log
B103,2026-08-12,Tue,2,18.0,qr_checkin
B103,2026-08-12,Tue,3,22.0,wifi_log
B103,2026-08-12,Tue,4,21.0,wifi_log
B103,2026-08-12,Tue,5,2.0,wifi_log
B103,2026-08-12,Tue,6,25.0,qr_checkin
B103,2026-08-12,Tue,7,18.0,wifi_log
B103,2026-08-12,Tue,8,,qr_checkin
B103,2026-08-17,Wed,1,0.0,wifi_log
B103,2026-08-17,Wed,2,23.0,wifi_log
B103,2026-08-17,Wed,3,25.0,wifi_log
B103,2026-08-17,Wed,4,10.0,wifi_log
B103,2026-08-17,Wed,5,6.0,wifi_log
B103,2026-08-17,Wed,6,2.0,qr_checkin
B103,2026-08-17,Wed,7,24.0,wifi_log
B103,2026-08-17,Wed,8,22.0,wifi_log
B103,2026-08-08,Thu,1,20.0,wifi_log
B103,2026-08-08,Thu,2,6.0,wifi_log
B103,2026-08-08,Thu,3,19.0,wifi_log
B103,2026-08-08,Thu,4,22.0,wifi_log
B103,2026-08-08,Thu,5,26.0,wifi_log
B103,2026-08-08,Thu,6,12.0,wifi_log
B103,2026-08-08,Thu,7,20.0,wifi_log
B103,2026-08-08,Thu,8,20.0,wifi_log
B103,2026-08-05,Fri,1,24.0,qr_checkin
B103,2026-08-05,Fri,2,25.0,wifi_log
B103,2026-08-05,Fri,3,25.0,wifi_log
B103,2026-08-05,Fri,4,18.0,wifi_log
B103,2026-08-05,Fri,5,27.0,wifi_log
B103,2026-08-05,Fri,6,18.0,wifi_log
B103,2026-08-05,Fri,7,27.0,wifi_log
B103,2026-08-05,Fri,8,27.0,qr_checkin
B204,2026-08-02,Mon,1,26.0,wifi_log
B204,2026-08-02,Mon,2,18.0,qr_checkin
B204,2026-08-02,Mon,3,10.0,qr_checkin
B204,2026-08-02,Mon,4,0.0,wifi_log
B204,2026-08-02,Mon,5,13.0,qr_checkin
B204,2026-08-02,Mon,6,,wifi_log
B204,2026-08-02,Mon,7,,qr_checkin
B204,2026-08-02,Mon,8,1.0,qr_checkin
B204,2026-08-12,Tue,1,0.0,wifi_log
B204,2026-08-12,Tue,2,6.0,wifi_log
B204,2026-08-12,Tue,3,0.0,wifi_log
B204,2026-08-12,Tue,4,8.0,qr_checkin
B204,2026-08-12,Tue,5,7.0,qr_checkin
B204,2026-08-12,Tue,6,1.0,wifi_log
B204,2026-08-12,Tue,7,0.0,qr_checkin
B204,2026-08-12,Tue,8,21.0,wifi_log
B204,2026-08-17,Wed,1,1.0,wifi_log
B204,2026-08-17,Wed,2,0.0,wifi_log
B204,2026-08-17,Wed,3,25.0,wifi_log
B204,2026-08-17,Wed,4,20.0,wifi_log
B204,2026-08-17,Wed,5,,qr_checkin
B204,2026-08-17,Wed,6,0.0,wifi_log
B204,2026-08-17,Wed,7,0.0,qr_checkin
B204,2026-08-17,Wed,8,27.0,qr_checkin
B204,2026-08-08,Thu,1,0.0,wifi_log
B204,2026-08-08,Thu,2,24.0,wifi_log
B204,2026-08-08,Thu,3,20.0,wifi_log
B204,2026-08-08,Thu,4,20.0,wifi_log
B204,2026-08-08,Thu,5,0.0,wifi_log
B204,2026-08-08,Thu,6,0.0,wifi_log
B204,2026-08-08,Thu,7,0.0,qr_checkin
B204,2026-08-08,Thu,8,5.0,qr_checkin
B204,2026-08-05,Fri,1,0.0,wifi_log
B204,2026-08-05,Fri,2,2.0,wifi_log
B204,2026-08-05,Fri,3,0.0,wifi_log
B204,2026-08-05,Fri,4,2.0,qr_checkin
B204,2026-08-05,Fri,5,4.0,wifi_log
B204,2026-08-05,Fri,6,4.0,wifi_log
B204,2026-08-05,Fri,7,21.0,wifi_log
B204,2026-08-05,Fri,8,11.0,wifi_log
B105,2026-08-02,Mon,1,0.0,qr_checkin
B105,2026-08-02,Mon,2,2.0,qr_checkin
B105,2026-08-02,Mon,3,,wifi_log
B105,2026-08-02,Mon,4,36.0,qr_checkin
B105,2026-08-02,Mon,5,13.0,wifi_log
B105,2026-08-02,Mon,6,7.0,qr_checkin
B105,2026-08-02,Mon,7,33.0,wifi_log
B105,2026-08-02,Mon,8,25.0,qr_checkin
B105,2026-08-12,Tue,1,0.0,wifi_log
B105,2026-08-12,Tue,2,1.0,qr_checkin
B105,2026-08-12,Tue,3,15.0,wifi_log
B105,2026-08-12,Tue,4,14.0,wifi_log
B105,2026-08-12,Tue,5,2.0,qr_checkin
B105,2026-08-12,Tue,6,31.0,wifi_log
B105,2026-08-12,Tue,7,37.0,qr_checkin
B105,2026-08-12,Tue,8,27.0,qr_checkin
B105,2026-08-17,Wed,1,15.0,wifi_log
B105,2026-08-17,Wed,2,36.0,wifi_log
B105,2026-08-17,Wed,3,0.0,wifi_log
B105,2026-08-17,Wed,4,0.0,qr_checkin
B105,2026-08-17,Wed,5,2.0,wifi_log
B105,2026-08-17,Wed,6,27.0,qr_checkin
B105,2026-08-17,Wed,7,,qr_checkin
B105,2026-08-17,Wed,8,35.0,qr_checkin
B105,2026-08-08,Thu,1,9.0,wifi_log
B105,2026-08-08,Thu,2,30.0,wifi_log
B105,2026-08-08,Thu,3,28.0,wifi_log
B105,2026-08-08,Thu,4,2.0,qr_checkin
B105,2026-08-08,Thu,5,26.0,wifi_log
B105,2026-08-08,Thu,6,32.0,qr_checkin
B105,2026-08-08,Thu,7,15.0,wifi_log
B105,2026-08-08,Thu,8,7.0,wifi_log
B105,2026-08-05,Fri,1,0.0,wifi_log
B105,2026-08-05,Fri,2,0.0,qr_checkin
B105,2026-08-05,Fri,3,1.0,wifi_log
B105,2026-08-05,Fri,4,27.0,qr_checkin
B105,2026-08-05,Fri,5,25.0,wifi_log
B105,2026-08-05,Fri,6,26.0,qr_checkin
B105,2026-08-05,Fri,7,14.0,qr_checkin
B105,2026-08-05,Fri,8,12.0,qr_checkin
B206,2026-08-02,Mon,1,0.0,qr_checkin
B206,2026-08-02,Mon,2,0.0,wifi_log
B206,2026-08-02,Mon,3,7.0,wifi_log
B206,2026-08-02,Mon,4,32.0,wifi_log
B206,2026-08-02,Mon,5,6.0,wifi_log
B206,2026-08-02,Mon,6,7.0,wifi_log
B206,2026-08-02,Mon,7,12.0,wifi_log
B206,2026-08-02,Mon,8,0.0,wifi_log
B206,2026-08-12,Tue,1,9.0,wifi_log
B206,2026-08-12,Tue,2,1.0,wifi_log
B206,2026-08-12,Tue,3,37.0,wifi_log
B206,2026-08-12,Tue,4,11.0,qr_checkin
B206,2026-08-12,Tue,5,0.0,wifi_log
B206,2026-08-12,Tue,6,16.0,wifi_log
B206,2026-08-12,Tue,7,6.0,qr_checkin
B206,2026-08-12,Tue,8,0.0,wifi_log
B206,2026-08-17,Wed,1,0.0,wifi_log
B206,2026-08-17,Wed,2,1.0,wifi_log
B206,2026-08-17,Wed,3,27.0,wifi_log
B206,2026-08-17,Wed,4,8.0,wifi_log
B206,2026-08-17,Wed,5,0.0,wifi_log
B206,2026-08-17,Wed,6,37.0,qr_checkin
B206,2026-08-17,Wed,7,0.0,wifi_log
B206,2026-08-17,Wed,8,,wifi_log
B206,2026-08-08,Thu,1,15.0,wifi_log
B206,2026-08-08,Thu,2,0.0,wifi_log
B206,2026-08-08,Thu,3,2.0,wifi_log
B206,2026-08-08,Thu,4,25.0,wifi_log
B206,2026-08-08,Thu,5,32.0,qr_checkin
B206,2026-08-08,Thu,6,1.0,qr_checkin
B206,2026-08-08,Thu,7,27.0,qr_checkin
B206,2026-08-08,Thu,8,34.0,wifi_log
B206,2026-08-05,Fri,1,0.0,qr_checkin
B206,2026-08-05,Fri,2,4.0,wifi_log
B206,2026-08-05,Fri,3,2.0,wifi_log
B206,2026-08-05,Fri,4,0.0,qr_checkin
B206,2026-08-05,Fri,5,2.0,wifi_log
B206,2026-08-05,Fri,6,10.0,qr_checkin
B206,2026-08-05,Fri,7,16.0,wifi_log
B206,2026-08-05,Fri,8,25.0,qr_checkin
B107,2026-08-02,Mon,1,34.0,wifi_log
B107,2026-08-02,Mon,2,12.0,wifi_log
B107,2026-08-02,Mon,3,32.0,wifi_log
B107,2026-08-02,Mon,4,12.0,wifi_log
B107,2026-08-02,Mon,5,2.0,wifi_log
B107,2026-08-02,Mon,6,31.0,wifi_log
B107,2026-08-02,Mon,7,0.0,wifi_log
B107,2026-08-02,Mon,8,29.0,qr_checkin
B107,2026-08-12,Tue,1,0.0,qr_checkin
B107,2026-08-12,Tue,2,30.0,wifi_log
B107,2026-08-12,Tue,3,31.0,wifi_log
B107,2026-08-12,Tue,4,28.0,wifi_log
B107,2026-08-12,Tue,5,1.0,wifi_log
B107,2026-08-12,Tue,6,36.0,wifi_log
B107,2026-08-12,Tue,7,0.0,wifi_log
B107,2026-08-12,Tue,8,35.0,wifi_log
B107,2026-08-17,Wed,1,7.0,wifi_log
B107,2026-08-17,Wed,2,28.0,qr_checkin
B107,2026-08-17,Wed,3,9.0,wifi_log
B107,2026-08-17,Wed,4,24.0,wifi_log
B107,2026-08-17,Wed,5,25.0,wifi_log
B107,2026-08-17,Wed,6,30.0,wifi_log
B107,2026-08-17,Wed,7,27.0,wifi_log
B107,2026-08-17,Wed,8,0.0,qr_checkin
B107,2026-08-08,Thu,1,33.0,wifi_log
B107,2026-08-08,Thu,2,15.0,wifi_log
B107,2026-08-08,Thu,3,25.0,wifi_log
B107,2026-08-08,Thu,4,30.0,qr_checkin
B107,2026-08-08,Thu,5,26.0,wifi_log
B107,2026-08-08,Thu,6,28.0,wifi_log
B107,2026-08-08,Thu,7,2.0,wifi_log
B107,2026-08-08,Thu,8,29.0,wifi_log
B107,2026-08-05,Fri,1,29.0,qr_checkin
B107,2026-08-05,Fri,2,8.0,wifi_log
B107,2026-08-05,Fri,3,1.0,wifi_log
B107,2026-08-05,Fri,4,27.0,qr_checkin
B107,2026-08-05,Fri,5,28.0,wifi_log
B107,2026-08-05,Fri,6,2.0,wifi_log
B107,2026-08-05,Fri,7,,qr_checkin
B107,2026-08-05,Fri,8,34.0,qr_checkin
B208,2026-08-02,Mon,1,28.0,wifi_log
B208,2026-08-02,Mon,2,29.0,wifi_log
B208,2026-08-02,Mon,3,10.0,qr_checkin
B208,2026-08-02,Mon,4,25.0,wifi_log
B208,2026-08-02,Mon,5,25.0,wifi_log
B208,2026-08-02,Mon,6,7.0,wifi_log
B208,2026-08-02,Mon,7,25.0,wifi_log
B208,2026-08-02,Mon,8,2.0,wifi_log
B208,2026-08-12,Tue,1,34.0,wifi_log
B208,2026-08-12,Tue,2,30.0,wifi_log
B208,2026-08-12,Tue,3,31.0,wifi_log
B208,2026-08-12,Tue,4,0.0,wifi_log
B208,2026-08-12,Tue,5,1.0,wifi_log
B208,2026-08-12,Tue,6,15.0,wifi_log
B208,2026-08-12,Tue,7,0.0,wifi_log
B208,2026-08-12,Tue,8,1.0,wifi_log
B208,2026-08-17,Wed,1,25.0,qr_checkin
B208,2026-08-17,Wed,2,35.0,wifi_log
B208,2026-08-17,Wed,3,2.0,wifi_log
B208,2026-08-17,Wed,4,25.0,qr_checkin
B208,2026-08-17,Wed,5,24.0,wifi_log
B208,2026-08-17,Wed,6,25.0,wifi_log
B208,2026-08-17,Wed,7,34.0,wifi_log
B208,2026-08-17,Wed,8,37.0,wifi_log
B208,2026-08-08,Thu,1,0.0,wifi_log
B208,2026-08-08,Thu,2,2.0,wifi_log
B208,2026-08-08,Thu,3,3.0,wifi_log
B208,2026-08-08,Thu,4,9.0,wifi_log
B208,2026-08-08,Thu,5,2.0,wifi_log
B208,2026-08-08,Thu,6,36.0,wifi_log
B208,2026-08-08,Thu,7,0.0,wifi_log
B208,2026-08-08,Thu,8,16.0,qr_checkin
B208,2026-08-05,Fri,1,,wifi_log
B208,2026-08-05,Fri,2,2.0,qr_checkin
B208,2026-08-05,Fri,3,12.0,wifi_log
B208,2026-08-05,Fri,4,2.0,qr_checkin
B208,2026-08-05,Fri,5,13.0,wifi_log
B208,2026-08-05,Fri,6,37.0,wifi_log
B208,2026-08-05,Fri,7,3.0,wifi_log
B208,2026-08-05,Fri,8,0.0,qr_checkin
B109,2026-08-02,Mon,1,0.0,qr_checkin
B109,2026-08-02,Mon,2,30.0,wifi_log
B109,2026-08-02,Mon,3,39.0,wifi_log
B109,2026-08-02,Mon,4,31.0,wifi_log
B109,2026-08-02,Mon,5,46.0,wifi_log
B109,2026-08-02,Mon,6,42.0,wifi_log
B109,2026-08-02,Mon,7,42.0,qr_checkin
B109,2026-08-02,Mon,8,41.0,qr_checkin
B109,2026-08-12,Tue,1,2.0,wifi_log
B109,2026-08-12,Tue,2,0.0,wifi_log
B109,2026-08-12,Tue,3,42.0,wifi_log
B109,2026-08-12,Tue,4,39.0,wifi_log
B109,2026-08-12,Tue,5,31.0,qr_checkin
B109,2026-08-12,Tue,6,41.0,wifi_log
B109,2026-08-12,Tue,7,0.0,qr_checkin
B109,2026-08-12,Tue,8,30.0,wifi_log
B109,2026-08-17,Wed,1,32.0,qr_checkin
B109,2026-08-17,Wed,2,45.0,qr_checkin
B109,2026-08-17,Wed,3,39.0,wifi_log
B109,2026-08-17,Wed,4,41.0,wifi_log
B109,2026-08-17,Wed,5,12.0,wifi_log
B109,2026-08-17,Wed,6,44.0,wifi_log
B109,2026-08-17,Wed,7,31.0,qr_checkin
B109,2026-08-17,Wed,8,38.0,wifi_log
B109,2026-08-08,Thu,1,12.0,wifi_log
B109,2026-08-08,Thu,2,0.0,wifi_log
B109,2026-08-08,Thu,3,40.0,qr_checkin
B109,2026-08-08,Thu,4,43.0,wifi_log
B109,2026-08-08,Thu,5,42.0,wifi_log
B109,2026-08-08,Thu,6,30.0,wifi_log
B109,2026-08-08,Thu,7,0.0,wifi_log
B109,2026-08-08,Thu,8,46.0,wifi_log
B109,2026-08-05,Fri,1,40.0,wifi_log
B109,2026-08-05,Fri,2,30.0,wifi_log
B109,2026-08-05,Fri,3,39.0,wifi_log
B109,2026-08-05,Fri,4,44.0,wifi_log
B109,2026-08-05,Fri,5,1.0,wifi_log
B109,2026-08-05,Fri,6,45.0,wifi_log
B109,2026-08-05,Fri,7,42.0,wifi_log
B109,2026-08-05,Fri,8,38.0,qr_checkin
B210,2026-08-02,Mon,1,23.0,qr_checkin
B210,2026-08-02,Mon,2,18.0,wifi_log
B210,2026-08-02,Mon,3,26.0,wifi_log
B210,2026-08-02,Mon,4,25.0,qr_checkin
B210,2026-08-02,Mon,5,0.0,wifi_log
B210,2026-08-02,Mon,6,26.0,wifi_log
B210,2026-08-02,Mon,7,21.0,wifi_log
B210,2026-08-02,Mon,8,18.0,wifi_log
B210,2026-08-12,Tue,1,23.0,wifi_log
B210,2026-08-12,Tue,2,27.0,wifi_log
B210,2026-08-12,Tue,3,,wifi_log
B210,2026-08-12,Tue,4,24.0,wifi_log
B210,2026-08-12,Tue,5,22.0,qr_checkin
B210,2026-08-12,Tue,6,19.0,wifi_log
B210,2026-08-12,Tue,7,20.0,wifi_log
B210,2026-08-12,Tue,8,27.0,wifi_log
B210,2026-08-17,Wed,1,25.0,wifi_log
B210,2026-08-17,Wed,2,25.0,wifi_log
B210,2026-08-17,Wed,3,21.0,wifi_log
B210,2026-08-17,Wed,4,20.0,wifi_log
B210,2026-08-17,Wed,5,25.0,wifi_log
B210,2026-08-17,Wed,6,19.0,wifi_log
B210,2026-08-17,Wed,7,27.0,wifi_log
B210,2026-08-17,Wed,8,23.0,wifi_log
B210,2026-08-08,Thu,1,23.0,wifi_log
B210,2026-08-08,Thu,2,26.0,wifi_log
B210,2026-08-08,Thu,3,21.0,wifi_log
B210,2026-08-08,Thu,4,21.0,wifi_log
B210,2026-08-08,Thu,5,22.0,qr_checkin
B210,2026-08-08,Thu,6,6.0,wifi_log
B210,2026-08-08,Thu,7,27.0,qr_checkin
B210,2026-08-08,Thu,8,0.0,wifi_log
B210,2026-08-05,Fri,1,20.0,wifi_log
B210,2026-08-05,Fri,2,24.0,wifi_log
B210,2026-08-05,Fri,3,19.0,wifi_log
B210,2026-08-05,Fri,4,0.0,wifi_log
B210,2026-08-05,Fri,5,26.0,wifi_log
B210,2026-08-05,Fri,6,21.0,wifi_log
B210,2026-08-05,Fri,7,26.0,qr_checkin
B210,2026-08-05,Fri,8,24.0,qr_checkin
C101,2026-08-02,Mon,1,1.0,wifi_log
C101,2026-08-02,Mon,2,0.0,wifi_log
C101,2026-08-02,Mon,3,32.0,wifi_log
C101,2026-08-02,Mon,4,12.0,wifi_log
C101,2026-08-02,Mon,5,4.0,wifi_log
C101,2026-08-02,Mon,6,24.0,wifi_log
C101,2026-08-02,Mon,7,0.0,wifi_log
C101,2026-08-02,Mon,8,3.0,wifi_log
C101,2026-08-12,Tue,1,36.0,qr_checkin
C101,2026-08-12,Tue,2,3.0,wifi_log
C101,2026-08-12,Tue,3,2.0,wifi_log
C101,2026-08-12,Tue,4,0.0,wifi_log
C101,2026-08-12,Tue,5,3.0,wifi_log
C101,2026-08-12,Tue,6,17.0,qr_checkin
C101,2026-08-12,Tue,7,8.0,wifi_log
C101,2026-08-12,Tue,8,12.0,wifi_log
C101,2026-08-17,Wed,1,1.0,wifi_log
C101,2026-08-17,Wed,2,0.0,wifi_log
C101,2026-08-17,Wed,3,2.0,wifi_log
C101,2026-08-17,Wed,4,26.0,wifi_log
C101,2026-08-17,Wed,5,0.0,qr_checkin
C101,2026-08-17,Wed,6,12.0,qr_checkin
C101,2026-08-17,Wed,7,28.0,qr_checkin
C101,2026-08-17,Wed,8,34.0,wifi_log
C101,2026-08-08,Thu,1,0.0,qr_checkin
C101,2026-08-08,Thu,2,0.0,wifi_log
C101,2026-08-08,Thu,3,4.0,qr_checkin
C101,2026-08-08,Thu,4,33.0,wifi_log
C101,2026-08-08,Thu,5,1.0,wifi_log
C101,2026-08-08,Thu,6,1.0,wifi_log
C101,2026-08-08,Thu,7,2.0,wifi_log
C101,2026-08-08,Thu,8,0.0,wifi_log
C101,2026-08-05,Fri,1,2.0,wifi_log
C101,2026-08-05,Fri,2,9.0,wifi_log
C101,2026-08-05,Fri,3,13.0,wifi_log
C101,2026-08-05,Fri,4,1.0,wifi_log
C101,2026-08-05,Fri,5,34.0,wifi_log
C101,2026-08-05,Fri,6,2.0,wifi_log
C101,2026-08-05,Fri,7,27.0,wifi_log
C101,2026-08-05,Fri,8,0.0,wifi_log
C202,2026-08-02,Mon,1,2.0,wifi_log
C202,2026-08-02,Mon,2,0.0,wifi_log
C202,2026-08-02,Mon,3,12.0,wifi_log
C202,2026-08-02,Mon,4,0.0,wifi_log
C202,2026-08-02,Mon,5,0.0,wifi_log
C202,2026-08-02,Mon,6,0.0,wifi_log
C202,2026-08-02,Mon,7,7.0,wifi_log
C202,2026-08-02,Mon,8,0.0,wifi_log
C202,2026-08-12,Tue,1,32.0,wifi_log
C202,2026-08-12,Tue,2,3.0,wifi_log
C202,2026-08-12,Tue,3,6.0,qr_checkin
C202,2026-08-12,Tue,4,12.0,qr_checkin
C202,2026-08-12,Tue,5,0.0,qr_checkin
C202,2026-08-12,Tue,6,33.0,qr_checkin
C202,2026-08-12,Tue,7,,qr_checkin
C202,2026-08-12,Tue,8,4.0,wifi_log
C202,2026-08-17,Wed,1,,qr_checkin
C202,2026-08-17,Wed,2,5.0,wifi_log
C202,2026-08-17,Wed,3,0.0,wifi_log
C202,2026-08-17,Wed,4,29.0,qr_checkin
C202,2026-08-17,Wed,5,2.0,qr_checkin
C202,2026-08-17,Wed,6,0.0,wifi_log
C202,2026-08-17,Wed,7,24.0,qr_checkin
C202,2026-08-17,Wed,8,1.0,wifi_log
C202,2026-08-08,Thu,1,0.0,wifi_log
C202,2026-08-08,Thu,2,,wifi_log
C202,2026-08-08,Thu,3,0.0,qr_checkin
C202,2026-08-08,Thu,4,0.0,wifi_log
C202,2026-08-08,Thu,5,24.0,qr_checkin
C202,2026-08-08,Thu,6,14.0,wifi_log
C202,2026-08-08,Thu,7,0.0,qr_checkin
C202,2026-08-08,Thu,8,0.0,qr_checkin
C202,2026-08-05,Fri,1,15.0,wifi_log
C202,2026-08-05,Fri,2,0.0,wifi_log
C202,2026-08-05,Fri,3,14.0,wifi_log
C202,2026-08-05,Fri,4,2.0,wifi_log
C202,2026-08-05,Fri,5,37.0,wifi_log
C202,2026-08-05,Fri,6,34.0,qr_checkin
C202,2026-08-05,Fri,7,32.0,wifi_log
C202,2026-08-05,Fri,8,0.0,wifi_log
C103,2026-08-02,Mon,1,34.0,qr_checkin
C103,2026-08-02,Mon,2,0.0,wifi_log
C103,2026-08-02,Mon,3,32.0,wifi_log
C103,2026-08-02,Mon,4,28.0,qr_checkin
C103,2026-08-02,Mon,5,0.0,wifi_log
C103,2026-08-02,Mon,6,2.0,wifi_log
C103,2026-08-02,Mon,7,4.0,wifi_log
C103,2026-08-02,Mon,8,28.0,wifi_log
C103,2026-08-12,Tue,1,0.0,qr_checkin
C103,2026-08-12,Tue,2,25.0,wifi_log
C103,2026-08-12,Tue,3,37.0,wifi_log
C103,2026-08-12,Tue,4,6.0,wifi_log
C103,2026-08-12,Tue,5,9.0,wifi_log
C103,2026-08-12,Tue,6,3.0,wifi_log
C103,2026-08-12,Tue,7,0.0,wifi_log
C103,2026-08-12,Tue,8,2.0,qr_checkin
C103,2026-08-17,Wed,1,0.0,wifi_log
C103,2026-08-17,Wed,2,24.0,wifi_log
C103,2026-08-17,Wed,3,34.0,qr_checkin
C103,2026-08-17,Wed,4,,wifi_log
C103,2026-08-17,Wed,5,31.0,qr_checkin
C103,2026-08-17,Wed,6,10.0,wifi_log
C103,2026-08-17,Wed,7,35.0,qr_checkin
C103,2026-08-17,Wed,8,36.0,wifi_log
C103,2026-08-08,Thu,1,33.0,wifi_log
C103,2026-08-08,Thu,2,13.0,wifi_log
C103,2026-08-08,Thu,3,34.0,wifi_log
C103,2026-08-08,Thu,4,14.0,wifi_log
C103,2026-08-08,Thu,5,25.0,qr_checkin
C103,2026-08-08,Thu,6,33.0,qr_checkin
C103,2026-08-08,Thu,7,0.0,wifi_log
C103,2026-08-08,Thu,8,14.0,wifi_log
C103,2026-08-05,Fri,1,27.0,qr_checkin
C103,2026-08-05,Fri,2,0.0,qr_checkin
C103,2026-08-05,Fri,3,2.0,wifi_log
C103,2026-08-05,Fri,4,35.0,qr_checkin
C103,2026-08-05,Fri,5,6.0,wifi_log
C103,2026-08-05,Fri,6,4.0,wifi_log
C103,2026-08-05,Fri,7,2.0,qr_checkin
C103,2026-08-05,Fri,8,0.0,qr_checkin
C204,2026-08-02,Mon,1,0.0,wifi_log
C204,2026-08-02,Mon,2,5.0,wifi_log
C204,2026-08-02,Mon,3,0.0,wifi_log
C204,2026-08-02,Mon,4,43.0,qr_checkin
C204,2026-08-02,Mon,5,5.0,qr_checkin
C204,2026-08-02,Mon,6,11.0,wifi_log
C204,2026-08-02,Mon,7,32.0,wifi_log
C204,2026-08-02,Mon,8,18.0,wifi_log
C204,2026-08-12,Tue,1,38.0,qr_checkin
C204,2026-08-12,Tue,2,0.0,wifi_log
C204,2026-08-12,Tue,3,1.0,qr_checkin
C204,2026-08-12,Tue,4,41.0,wifi_log
C204,2026-08-12,Tue,5,10.0,wifi_log
C204,2026-08-12,Tue,6,21.0,wifi_log
C204,2026-08-12,Tue,7,6.0,qr_checkin
C204,2026-08-12,Tue,8,32.0,wifi_log
C204,2026-08-17,Wed,1,2.0,wifi_log
C204,2026-08-17,Wed,2,5.0,qr_checkin
C204,2026-08-17,Wed,3,0.0,qr_checkin
C204,2026-08-17,Wed,4,1.0,wifi_log
C204,2026-08-17,Wed,5,14.0,wifi_log
C204,2026-08-17,Wed,6,6.0,wifi_log
C204,2026-08-17,Wed,7,0.0,qr_checkin
C204,2026-08-17,Wed,8,0.0,wifi_log
C204,2026-08-08,Thu,1,31.0,wifi_log
C204,2026-08-08,Thu,2,0.0,wifi_log
C204,2026-08-08,Thu,3,0.0,wifi_log
C204,2026-08-08,Thu,4,0.0,qr_checkin
C204,2026-08-08,Thu,5,12.0,wifi_log
C204,2026-08-08,Thu,6,2.0,wifi_log
C204,2026-08-08,Thu,7,2.0,qr_checkin
C204,2026-08-08,Thu,8,39.0,wifi_log
C204,2026-08-05,Fri,1,20.0,wifi_log
C204,2026-08-05,Fri,2,1.0,qr_checkin
C204,2026-08-05,Fri,3,40.0,wifi_log
C204,2026-08-05,Fri,4,11.0,qr_checkin
C204,2026-08-05,Fri,5,0.0,wifi_log
C204,2026-08-05,Fri,6,40.0,wifi_log
C204,2026-08-05,Fri,7,0.0,qr_checkin
C204,2026-08-05,Fri,8,0.0,qr_checkin
C105,2026-08-02,Mon,1,21.0,qr_checkin
C105,2026-08-02,Mon,2,24.0,qr_checkin
C105,2026-08-02,Mon,3,26.0,wifi_log
C105,2026-08-02,Mon,4,22.0,wifi_log
C105,2026-08-02,Mon,5,1.0,wifi_log
C105,2026-08-02,Mon,6,24.0,wifi_log
C105,2026-08-02,Mon,7,24.0,wifi_log
C105,2026-08-02,Mon,8,21.0,wifi_log
C105,2026-08-12,Tue,1,0.0,wifi_log
C105,2026-08-12,Tue,2,27.0,qr_checkin
C105,2026-08-12,Tue,3,20.0,wifi_log
C105,2026-08-12,Tue,4,,wifi_log
C105,2026-08-12,Tue,5,2.0,qr_checkin
C105,2026-08-12,Tue,6,23.0,qr_checkin
C105,2026-08-12,Tue,7,24.0,qr_checkin
C105,2026-08-12,Tue,8,28.0,wifi_log
C105,2026-08-17,Wed,1,24.0,qr_checkin
C105,2026-08-17,Wed,2,19.0,qr_checkin
C105,2026-08-17,Wed,3,24.0,wifi_log
C105,2026-08-17,Wed,4,1.0,wifi_log
C105,2026-08-17,Wed,5,26.0,wifi_log
C105,2026-08-17,Wed,6,22.0,qr_checkin
C105,2026-08-17,Wed,7,0.0,wifi_log
C105,2026-08-17,Wed,8,18.0,wifi_log
C105,2026-08-08,Thu,1,27.0,wifi_log
