classroom_id,day,period,start_time,end_time,subject,scheduled
B103,Tue,2,08:50,09:40,Economics,True
B103,Tue,3,09:50,10:40,Linear Algebra,True
B103,Tue,4,10:40,11:30,DBMS,True
B103,Tue,5,11:30,12:20,FREE,False
B103,Tue,6,13:10,14:00,Machine Learning,True
B103,Tue,7,14:00,14:50,Probability & Stats,True
B103,Tue,8,14:50,15:40,Operating Systems,True
B103,Wed,1,08:00,08:50,FREE,False
B103,Wed,2,08:50,09:40,Machine Learning,True
B103,Wed,3,09:50,10:40,Linear Algebra,True
B103,Wed,4,10:40,11:30,FREE,False
B103,Wed,5,11:30,12:20,FREE,False
B103,Wed,6,13:10,14:00,FREE,False
B103,Wed,7,14:00,14:50,DBMS,True
B103,Wed,8,14:50,15:40,Software Engineering,True
B103,Thu,1,08:00,08:50,Economics,True
B103,Thu,2,08:50,09:40,FREE,False
B103,Thu,3,09:50,10:40,Linear Algebra,True
B103,Thu,4,10:40,11:30,Communication Skills,True
B103,Thu,5,11:30,12:20,Economics,True
B103,Thu,6,13:10,14:00,FREE,False
B103,Thu,7,14:00,14:50,Data Structures,True
B103,Thu,8,14:50,15:40,Economics,True
B103,Fri,1,08:00,08:50,Linear Algebra,True
B103,Fri,2,08:50,09:40,Probability & Stats,True
B103,Fri,3,09:50,10:40,DBMS,True
B103,Fri,4,10:40,11:30,Linear Algebra,True
B103,Fri,5,11:30,12:20,Probability & Stats,True
B103,Fri,6,13:10,14:00,Probability & Stats,True
B103,Fri,7,14:00,14:50,Economics,True
B103,Fri,8,14:50,15:40,DBMS,True
B204,Mon,1,08:00,08:50,Linear Algebra,True
B204,Mon,2,08:50,09:40,Linear Algebra,True
B204,Mon,3,09:50,10:40,FREE,False
B204,Mon,4,10:40,11:30,FREE,False
B204,Mon,5,11:30,12:20,FREE,False
B204,Mon,6,13:10,14:00,Communication Skills,True
B204,Mon,7,14:00,14:50,FREE,False
B204,Mon,8,14:50,15:40,FREE,False
B204,Tue,1,08:00,08:50,FREE,False
B204,Tue,2,08:50,09:40,FREE,False
B204,Tue,3,09:50,10:40,FREE,False
B204,Tue,4,10:40,11:30,FREE,False
B204,Tue,5,11:30,12:20,FREE,False
B204,Tue,6,13:10,14:00,FREE,False
B204,Tue,7,14:00,14:50,FREE,False
B204,Tue,8,14:50,15:40,Operating Systems,True
B204,Wed,1,08:00,08:50,FREE,False
B204,Wed,2,08:50,09:40,FREE,False
B204,Wed,3,09:50,10:40,Machine Learning,True
B204,Wed,4,10:40,11:30,Operating Systems,True
B204,Wed,5,11:30,12:20,FREE,False
B204,Wed,6,13:10,14:00,FREE,False
B204,Wed,7,14:00,14:50,FREE,False
B204,Wed,8,14:50,15:40,Linear Algebra,True
B204,Thu,1,08:00,08:50,FREE,False
B204,Thu,2,08:50,09:40,Economics,True
B204,Thu,3,09:50,10:40,Software Engineering,True
B204,Thu,4,10:40,11:30,Linear Algebra,True
B204,Thu,5,11:30,12:20,FREE,False
B204,Thu,6,13:10,14:00,FREE,False
B204,Thu,7,14:00,14:50,FREE,False
B204,Thu,8,14:50,15:40,FREE,False
B204,Fri,1,08:00,08:50,FREE,False
B204,Fri,2,08:50,09:40,FREE,False
B204,Fri,3,09:50,10:40,FREE,False
B204,Fri,4,10:40,11:30,FREE,False
B204,Fri,5,11:30,12:20,FREE,False
B204,Fri,6,13:10,14:00,FREE,False
B204,Fri,7,14:00,14:50,Data Structures,True
B204,Fri,8,14:50,15:40,FREE,False
B105,Mon,1,08:00,08:50,FREE,False
B105,Mon,2,08:50,09:40,FREE,False
B105,Mon,3,09:50,10:40,FREE,False
B105,Mon,4,10:40,11:30,Probability & Stats,True
B105,Mon,5,11:30,12:20,FREE,False
B105,Mon,6,13:10,14:00,FREE,False
B105,Mon,7,14:00,14:50,Computer Networks,True
B105,Mon,8,14:50,15:40,Linear Algebra,True
B105,Tue,1,08:00,08:50,FREE,False
B105,Tue,2,08:50,09:40,FREE,False
B105,Tue,3,09:50,10:40,FREE,False
B105,Tue,4,10:40,11:30,FREE,False
B105,Tue,5,11:30,12:20,FREE,False
B105,Tue,6,13:10,14:00,Data Structures,True
B105,Tue,7,14:00,14:50,Data Structures,True
B105,Tue,8,14:50,15:40,Machine Learning,True
B105,Wed,1,08:00,08:50,FREE,False
B105,Wed,2,08:50,09:40,DBMS,True
B105,Wed,3,09:50,10:40,FREE,False
B105,Wed,4,10:40,11:30,FREE,False
B105,Wed,5,11:30,12:20,FREE,False
B105,Wed,6,13:10,14:00,Linear Algebra,True
B105,Wed,7,14:00,14:50,FREE,False
B105,Wed,8,14:50,15:40,DBMS,True
B105,Thu,1,08:00,08:50,FREE,False
B105,Thu,2,08:50,09:40,Software Engineering,True
B105,Thu,3,09:50,10:40,Economics,True
B105,Thu,4,10:40,11:30,FREE,False
B105,Thu,5,11:30,12:20,Computer Networks,True
B105,Thu,6,13:10,14:00,Economics,True
B105,Thu,7,14:00,14:50,FREE,False
B105,Thu,8,14:50,15:40,FREE,False
B105,Fri,1,08:00,08:50,FREE,False
B105,Fri,2,08:50,09:40,FREE,False
B105,Fri,3,09:50,10:40,FREE,False
B105,Fri,4,10:40,11:30,Data Structures,True
B105,Fri,5,11:30,12:20,Probability & Stats,True
B105,Fri,6,13:10,14:00,Probability & Stats,True
B105,Fri,7,14:00,14:50,FREE,False
B105,Fri,8,14:50,15:40,FREE,False
B206,Mon,1,08:00,08:50,FREE,False
B206,Mon,2,08:50,09:40,FREE,False
B206,Mon,3,09:50,10:40,FREE,False
B206,Mon,4,10:40,11:30,DBMS,True
B206,Mon,5,11:30,12:20,FREE,False
B206,Mon,6,13:10,14:00,FREE,False
B206,Mon,7,14:00,14:50,FREE,False
B206,Mon,8,14:50,15:40,FREE,False
B206,Tue,1,08:00,08:50,FREE,False
B206,Tue,2,08:50,09:40,FREE,False
B206,Tue,3,09:50,10:40,Economics,True
B206,Tue,4,10:40,11:30,FREE,False
B206,Tue,5,11:30,12:20,FREE,False
B206,Tue,6,13:10,14:00,FREE,False
B206,Tue,7,14:00,14:50,FREE,False
B206,Tue,8,14:50,15:40,FREE,False
B206,Wed,1,08:00,08:50,FREE,False
B206,Wed,2,08:50,09:40,FREE,False
B206,Wed,3,09:50,10:40,Data Structures,True
B206,Wed,4,10:40,11:30,FREE,False
B206,Wed,5,11:30,12:20,FREE,False
B206,Wed,6,13:10,14:00,Machine Learning,True
B206,Wed,7,14:00,14:50,FREE,False
B206,Wed,8,14:50,15:40,FREE,False
B206,Thu,1,08:00,08:50,FREE,False
B206,Thu,2,08:50,09:40,FREE,False
B206,Thu,3,09:50,10:40,FREE,False
B206,Thu,4,10:40,11:30,Communication Skills,True
B206,Thu,5,11:30,12:20,Economics,True
B206,Thu,6,13:10,14:00,FREE,False
B206,Thu,7,14:00,14:50,DBMS,True
B206,Thu,8,14:50,15:40,Computer Networks,True
B206,Fri,1,08:00,08:50,FREE,False
B206,Fri,2,08:50,09:40,FREE,False
B206,Fri,3,09:50,10:40,FREE,False
B206,Fri,4,10:40,11:30,FREE,False
B206,Fri,5,11:30,12:20,FREE,False
B206,Fri,6,13:10,14:00,FREE,False
B206,Fri,7,14:00,14:50,FREE,False
B206,Fri,8,14:50,15:40,DBMS,True
B107,Mon,1,08:00,08:50,Data Structures,True
B107,Mon,2,08:50,09:40,FREE,False
B107,Mon,3,09:50,10:40,Linear Algebra,True
B107,Mon,4,10:40,11:30,FREE,False
B107,Mon,5,11:30,12:20,FREE,False
B107,Mon,6,13:10,14:00,Machine Learning,True
B107,Mon,7,14:00,14:50,FREE,False
B107,Mon,8,14:50,15:40,Data Structures,True
B107,Tue,1,08:00,08:50,FREE,False
B107,Tue,2,08:50,09:40,Machine Learning,True
B107,Tue,3,09:50,10:40,Operating Systems,True
B107,Tue,4,10:40,11:30,Operating Systems,True
B107,Tue,5,11:30,12:20,FREE,False
B107,Tue,6,13:10,14:00,Probability & Stats,True
B107,Tue,7,14:00,14:50,FREE,False
B107,Tue,8,14:50,15:40,Machine Learning,True
B107,Wed,1,08:00,08:50,FREE,False
B107,Wed,2,08:50,09:40,Economics,True
B107,Wed,3,09:50,10:40,FREE,False
B107,Wed,4,10:40,11:30,Computer Networks,True
B107,Wed,5,11:30,12:20,Communication Skills,True
B107,Wed,6,13:10,14:00,DBMS,True
B107,Wed,7,14:00,14:50,Operating Systems,True
B107,Wed,8,14:50,15:40,FREE,False
B107,Thu,1,08:00,08:50,DBMS,True
B107,Thu,2,08:50,09:40,FREE,False
B107,Thu,3,09:50,10:40,DBMS,True
B107,Thu,4,10:40,11:30,Computer Networks,True
B107,Thu,5,11:30,12:20,Data Structures,True
B107,Thu,6,13:10,14:00,DBMS,True
B107,Thu,7,14:00,14:50,FREE,False
B107,Thu,8,14:50,15:40,Machine Learning,True
B107,Fri,1,08:00,08:50,Computer Networks,True
B107,Fri,2,08:50,09:40,FREE,False
B107,Fri,3,09:50,10:40,FREE,False
B107,Fri,4,10:40,11:30,Operating Systems,True
B107,Fri,5,11:30,12:20,Linear Algebra,True
B107,Fri,6,13:10,14:00,FREE,False
B107,Fri,7,14:00,14:50,DBMS,True
B107,Fri,8,14:50,15:40,Probability & Stats,True
B208,Mon,1,08:00,08:50,Computer Networks,True
B208,Mon,2,08:50,09:40,Data Structures,True
B208,Mon,3,09:50,10:40,FREE,False
B208,Mon,4,10:40,11:30,Software Engineering,True
B208,Mon,5,11:30,12:20,Operating Systems,True
B208,Mon,6,13:10,14:00,FREE,False
B208,Mon,7,14:00,14:50,Operating Systems,True
B208,Mon,8,14:50,15:40,FREE,False
B208,Tue,1,08:00,08:50,Software Engineering,True
B208,Tue,2,08:50,09:40,Machine Learning,True
B208,Tue,3,09:50,10:40,Linear Algebra,True
B208,Tue,4,10:40,11:30,FREE,False
B208,Tue,5,11:30,12:20,FREE,False
B208,Tue,6,13:10,14:00,FREE,False
B208,Tue,7,14:00,14:50,FREE,False
B208,Tue,8,14:50,15:40,FREE,False
B208,Wed,1,08:00,08:50,Operating Systems,True
B208,Wed,2,08:50,09:40,Operating Systems,True
B208,Wed,3,09:50,10:40,FREE,False
B208,Wed,4,10:40,11:30,Data Structures,True
B208,Wed,5,11:30,12:20,Operating Systems,True
B208,Wed,6,13:10,14:00,Computer Networks,True
B208,Wed,7,14:00,14:50,Machine Learning,True
B208,Wed,8,14:50,15:40,Linear Algebra,True
B208,Thu,1,08:00,08:50,FREE,False
B208,Thu,2,08:50,09:40,FREE,False
B208,Thu,3,09:50,10:40,FREE,False
B208,Thu,4,10:40,11:30,FREE,False
B208,Thu,5,11:30,12:20,FREE,False
B208,Thu,6,13:10,14:00,Probability & Stats,True
B208,Thu,7,14:00,14:50,FREE,False
B208,Thu,8,14:50,15:40,FREE,False
B208,Fri,1,08:00,08:50,Linear Algebra,True
B208,Fri,2,08:50,09:40,FREE,False
B208,Fri,3,09:50,10:40,FREE,False
B208,Fri,4,10:40,11:30,FREE,False
B208,Fri,5,11:30,12:20,FREE,False
B208,Fri,6,13:10,14:00,Machine Learning,True
B208,Fri,7,14:00,14:50,FREE,False
B208,Fri,8,14:50,15:40,FREE,False
B109,Mon,1,08:00,08:50,FREE,False
B109,Mon,2,08:50,09:40,Economics,True
B109,Mon,3,09:50,10:40,Computer Networks,True
B109,Mon,4,10:40,11:30,Economics,True
B109,Mon,5,11:30,12:20,Machine Learning,True
B109,Mon,6,13:10,14:00,Data Structures,True
B109,Mon,7,14:00,14:50,Probability & Stats,True
B109,Mon,8,14:50,15:40,Linear Algebra,True
B109,Tue,1,08:00,08:50,FREE,False
B109,Tue,2,08:50,09:40,FREE,False
B109,Tue,3,09:50,10:40,DBMS,True
B109,Tue,4,10:40,11:30,Communication Skills,True
B109,Tue,5,11:30,12:20,Linear Algebra,True
B109,Tue,6,13:10,14:00,Data Structures,True
B109,Tue,7,14:00,14:50,FREE,False
B109,Tue,8,14:50,15:40,Probability & Stats,True
B109,Wed,1,08:00,08:50,Communication Skills,True
B109,Wed,2,08:50,09:40,Computer Networks,True
B109,Wed,3,09:50,10:40,Machine Learning,True
B109,Wed,4,10:40,11:30,Machine Learning,True
B109,Wed,5,11:30,12:20,FREE,False
B109,Wed,6,13:10,14:00,Computer Networks,True
B109,Wed,7,14:00,14:50,Communication Skills,True
B109,Wed,8,14:50,15:40,Economics,True
B109,Thu,1,08:00,08:50,FREE,False
B109,Thu,2,08:50,09:40,FREE,False
B109,Thu,3,09:50,10:40,Probability & Stats,True
B109,Thu,4,10:40,11:30,Computer Networks,True
B109,Thu,5,11:30,12:20,Communication Skills,True
B109,Thu,6,13:10,14:00,Operating Systems,True
B109,Thu,7,14:00,14:50,FREE,False
B109,Thu,8,14:50,15:40,Linear Algebra,True
B109,Fri,1,08:00,08:50,Data Structures,True
B109,Fri,2,08:50,09:40,Computer Networks,True
B109,Fri,3,09:50,10:40,Data Structures,True
B109,Fri,4,10:40,11:30,Economics,True
B109,Fri,5,11:30,12:20,FREE,False
B109,Fri,6,13:10,14:00,Economics,True
B109,Fri,7,14:00,14:50,Operating Systems,True
B109,Fri,8,14:50,15:40,Machine Learning,True
B210,Mon,1,08:00,08:50,Computer Networks,True
B210,Mon,2,08:50,09:40,Probability & Stats,True
B210,Mon,3,09:50,10:40,Machine Learning,True
B210,Mon,4,10:40,11:30,Communication Skills,True
B210,Mon,5,11:30,12:20,FREE,False
B210,Mon,6,13:10,14:00,Machine Learning,True
B210,Mon,7,14:00,14:50,Probability & Stats,True
B210,Mon,8,14:50,15:40,Linear Algebra,True
B210,Tue,1,08:00,08:50,Economics,True
B210,Tue,2,08:50,09:40,Linear Algebra,True
B210,Tue,3,09:50,10:40,Computer Networks,True
B210,Tue,4,10:40,11:30,Machine Learning,True
B210,Tue,5,11:30,12:20,Computer Networks,True
B210,Tue,6,13:10,14:00,Linear Algebra,True
B210,Tue,7,14:00,14:50,Economics,True
B210,Tue,8,14:50,15:40,DBMS,True
B210,Wed,1,08:00,08:50,Operating Systems,True
B210,Wed,2,08:50,09:40,Computer Networks,True
B210,Wed,3,09:50,10:40,Computer Networks,True
B210,Wed,4,10:40,11:30,DBMS,True
B210,Wed,5,11:30,12:20,Communication Skills,True
B210,Wed,6,13:10,14:00,Communication Skills,True
B210,Wed,7,14:00,14:50,Linear Algebra,True
B210,Wed,8,14:50,15:40,Computer Networks,True
B210,Thu,1,08:00,08:50,Economics,True
B210,Thu,2,08:50,09:40,Data Structures,True
B210,Thu,3,09:50,10:40,Linear Algebra,True
B210,Thu,4,10:40,11:30,Linear Algebra,True
B210,Thu,5,11:30,12:20,Operating Systems,True
B210,Thu,6,13:10,14:00,FREE,False
B210,Thu,7,14:00,14:50,Computer Networks,True
B210,Thu,8,14:50,15:40,FREE,False
B210,Fri,1,08:00,08:50,Communication Skills,True
B210,Fri,2,08:50,09:40,Communication Skills,True
B210,Fri,3,09:50,10:40,Machine Learning,True
B210,Fri,4,10:40,11:30,FREE,False
B210,Fri,5,11:30,12:20,Software Engineering,True
B210,Fri,6,13:10,14:00,Software Engineering,True
B210,Fri,7,14:00,14:50,Software Engineering,True
B210,Fri,8,14:50,15:40,Operating Systems,True
C101,Mon,1,08:00,08:50,FREE,False
C101,Mon,2,08:50,09:40,FREE,False
C101,Mon,3,09:50,10:40,Economics,True
C101,Mon,4,10:40,11:30,FREE,False
C101,Mon,5,11:30,12:20,FREE,False
C101,Mon,6,13:10,14:00,Software Engineering,True
C101,Mon,7,14:00,14:50,FREE,False
C101,Mon,8,14:50,15:40,FREE,False
C101,Tue,1,08:00,08:50,DBMS,True
C101,Tue,2,08:50,09:40,FREE,False
C101,Tue,3,09:50,10:40,FREE,False
C101,Tue,4,10:40,11:30,FREE,False
C101,Tue,5,11:30,12:20,FREE,False
C101,Tue,6,13:10,14:00,FREE,False
C101,Tue,7,14:00,14:50,FREE,False
C101,Tue,8,14:50,15:40,FREE,False
C101,Wed,1,08:00,08:50,FREE,False
C101,Wed,2,08:50,09:40,FREE,False
C101,Wed,3,09:50,10:40,FREE,False
C101,Wed,4,10:40,11:30,Probability & Stats,True
C101,Wed,5,11:30,12:20,FREE,False
C101,Wed,6,13:10,14:00,FREE,False
C101,Wed,7,14:00,14:50,Linear Algebra,True
C101,Wed,8,14:50,15:40,Economics,True
C101,Thu,1,08:00,08:50,FREE,False
C101,Thu,2,08:50,09:40,FREE,False
C101,Thu,3,09:50,10:40,FREE,False
C101,Thu,4,10:40,11:30,Communication Skills,True
C101,Thu,5,11:30,12:20,FREE,False
C101,Thu,6,13:10,14:00,FREE,False
C101,Thu,7,14:00,14:50,FREE,False
C101,Thu,8,14:50,15:40,FREE,False
C101,Fri,1,08:00,08:50,FREE,False
C101,Fri,2,08:50,09:40,FREE,False
C101,Fri,3,09:50,10:40,FREE,False
C101,Fri,4,10:40,11:30,FREE,False
C101,Fri,5,11:30,12:20,Machine Learning,True
C101,Fri,6,13:10,14:00,FREE,False
C101,Fri,7,14:00,14:50,Probability & Stats,True
C101,Fri,8,14:50,15:40,FREE,False
C202,Mon,1,08:00,08:50,FREE,False
C202,Mon,2,08:50,09:40,FREE,False
C202,Mon,3,09:50,10:40,FREE,False
C202,Mon,4,10:40,11:30,FREE,False
C202,Mon,5,11:30,12:20,FREE,False
C202,Mon,6,13:10,14:00,FREE,False
C202,Mon,7,14:00,14:50,FREE,False
C202,Mon,8,14:50,15:40,FREE,False
C202,Tue,1,08:00,08:50,Operating Systems,True
C202,Tue,2,08:50,09:40,FREE,False
C202,Tue,3,09:50,10:40,FREE,False
C202,Tue,4,10:40,11:30,FREE,False
C202,Tue,5,11:30,12:20,FREE,False
C202,Tue,6,13:10,14:00,Linear Algebra,True
C202,Tue,7,14:00,14:50,Operating Systems,True
C202,Tue,8,14:50,15:40,FREE,False
C202,Wed,1,08:00,08:50,FREE,False
C202,Wed,2,08:50,09:40,FREE,False
C202,Wed,3,09:50,10:40,FREE,False
C202,Wed,4,10:40,11:30,Operating Systems,True
C202,Wed,5,11:30,12:20,FREE,False
C202,Wed,6,13:10,14:00,FREE,False
C202,Wed,7,14:00,14:50,DBMS,True
C202,Wed,8,14:50,15:40,FREE,False
C202,Thu,1,08:00,08:50,FREE,False
C202,Thu,2,08:50,09:40,FREE,False
C202,Thu,3,09:50,10:40,FREE,False
C202,Thu,4,10:40,11:30,FREE,False
C202,Thu,5,11:30,12:20,Data Structures,True
C202,Thu,6,13:10,14:00,FREE,False
C202,Thu,7,14:00,14:50,FREE,False
C202,Thu,8,14:50,15:40,FREE,False
C202,Fri,1,08:00,08:50,FREE,False
C202,Fri,2,08:50,09:40,FREE,False
C202,Fri,3,09:50,10:40,FREE,False
C202,Fri,4,10:40,11:30,FREE,False
C202,Fri,5,11:30,12:20,Data Structures,True
C202,Fri,6,13:10,14:00,Operating Systems,True
C202,Fri,7,14:00,14:50,Software Engineering,True
C202,Fri,8,14:50,15:40,FREE,False
C103,Mon,1,08:00,08:50,Communication Skills,True
C103,Mon,2,08:50,09:40,FREE,False
C103,Mon,3,09:50,10:40,Probability & Stats,True
C103,Mon,4,10:40,11:30,Software Engineering,True
C103,Mon,5,11:30,12:20,FREE,False
C103,Mon,6,13:10,14:00,FREE,False
C103,Mon,7,14:00,14:50,FREE,False
C103,Mon,8,14:50,15:40,Computer Networks,True
C103,Tue,1,08:00,08:50,FREE,False
C103,Tue,2,08:50,09:40,Communication Skills,True
C103,Tue,3,09:50,10:40,Operating Systems,True
C103,Tue,4,10:40,11:30,FREE,False
C103,Tue,5,11:30,12:20,FREE,False
C103,Tue,6,13:10,14:00,FREE,False
C103,Tue,7,14:00,14:50,FREE,False
C103,Tue,8,14:50,15:40,FREE,False
C103,Wed,1,08:00,08:50,FREE,False
C103,Wed,2,08:50,09:40,Computer Networks,True
C103,Wed,3,09:50,10:40,Software Engineering,True
C103,Wed,4,10:40,11:30,Computer Networks,True
C103,Wed,5,11:30,12:20,Operating Systems,True
C103,Wed,6,13:10,14:00,FREE,False
C103,Wed,7,14:00,14:50,DBMS,True
C103,Wed,8,14:50,15:40,Data Structures,True
C103,Thu,1,08:00,08:50,Probability & Stats,True
C103,Thu,2,08:50,09:40,FREE,False
C103,Thu,3,09:50,10:40,Computer Networks,True
C103,Thu,4,10:40,11:30,FREE,False
C103,Thu,5,11:30,12:20,Operating Systems,True
C103,Thu,6,13:10,14:00,DBMS,True
C103,Thu,7,14:00,14:50,FREE,False
C103,Thu,8,14:50,15:40,FREE,False
C103,Fri,1,08:00,08:50,Economics,True
C103,Fri,2,08:50,09:40,FREE,False
C103,Fri,3,09:50,10:40,FREE,False
C103,Fri,4,10:40,11:30,Software Engineering,True
C103,Fri,5,11:30,12:20,FREE,False
C103,Fri,6,13:10,14:00,FREE,False
C103,Fri,7,14:00,14:50,FREE,False
C103,Fri,8,14:50,15:40,FREE,False
C204,Mon,1,08:00,08:50,FREE,False
C204,Mon,2,08:50,09:40,FREE,False
C204,Mon,3,09:50,10:40,FREE,False
C204,Mon,4,10:40,11:30,Data Structures,True
C204,Mon,5,11:30,12:20,FREE,False
C204,Mon,6,13:10,14:00,FREE,False
C204,Mon,7,14:00,14:50,Economics,True
C204,Mon,8,14:50,15:40,FREE,False
C204,Tue,1,08:00,08:50,Operating Systems,True
C204,Tue,2,08:50,09:40,FREE,False
C204,Tue,3,09:50,10:40,FREE,False
C204,Tue,4,10:40,11:30,Probability & Stats,True
C204,Tue,5,11:30,12:20,FREE,False
C204,Tue,6,13:10,14:00,FREE,False
C204,Tue,7,14:00,14:50,FREE,False
C204,Tue,8,14:50,15:40,Software Engineering,True
C204,Wed,1,08:00,08:50,FREE,False
C204,Wed,2,08:50,09:40,FREE,False
C204,Wed,3,09:50,10:40,FREE,False
C204,Wed,4,10:40,11:30,FREE,False
C204,Wed,5,11:30,12:20,FREE,False
C204,Wed,6,13:10,14:00,FREE,False
C204,Wed,7,14:00,14:50,FREE,False
C204,Wed,8,14:50,15:40,FREE,False
C204,Thu,1,08:00,08:50,DBMS,True
C204,Thu,2,08:50,09:40,FREE,False
C204,Thu,3,09:50,10:40,FREE,False
C204,Thu,4,10:40,11:30,FREE,False
C204,Thu,5,11:30,12:20,FREE,False
C204,Thu,6,13:10,14:00,FREE,False
C204,Thu,7,14:00,14:50,FREE,False
C204,Thu,8,14:50,15:40,Software Engineering,True
C204,Fri,1,08:00,08:50,FREE,False
C204,Fri,2,08:50,09:40,FREE,False
C204,Fri,3,09:50,10:40,Economics,True
C204,Fri,4,10:40,11:30,FREE,False
C204,Fri,5,11:30,12:20,FREE,False
C204,Fri,6,13:10,14:00,Economics,True
C204,Fri,7,14:00,14:50,FREE,False
C204,Fri,8,14:50,15:40,FREE,False
C105,Mon,1,08:00,08:50,Communication Skills,True
C105,Mon,2,08:50,09:40,Machine Learning,True
C105,Mon,3,09:50,10:40,Software Engineering,True
C105,Mon,4,10:40,11:30,Communication Skills,True
C105,Mon,5,11:30,12:20,FREE,False
C105,Mon,6,13:10,14:00,Economics,True
C105,Mon,7,14:00,14:50,Computer Networks,True
C105,Mon,8,14:50,15:40,Economics,True
C105,Tue,1,08:00,08:50,FREE,False
C105,Tue,2,08:50,09:40,Software Engineering,True
C105,Tue,3,09:50,10:40,DBMS,True
C105,Tue,4,10:40,11:30,Software Engineering,True
C105,Tue,5,11:30,12:20,FREE,False
C105,Tue,6,13:10,14:00,Software Engineering,True
C105,Tue,7,14:00,14:50,Linear Algebra,True
C105,Tue,8,14:50,15:40,Operating Systems,True
C105,Wed,1,08:00,08:50,Linear Algebra,True
C105,Wed,2,08:50,09:40,Economics,True
C105,Wed,3,09:50,10:40,Software Engineering,True
C105,Wed,4,10:40,11:30,FREE,False
C105,Wed,5,11:30,12:20,Operating Systems,True
C105,Wed,6,13:10,14:00,Linear Algebra,True
C105,Wed,7,14:00,14:50,FREE,False
C105,Wed,8,14:50,15:40,Software Engineering,True
C105,Thu,1,08:00,08:50,Probability & Stats,True
C105,Thu,2,08:50,09:40,Linear Algebra,True
C105,Thu,3,09:50,10:40,Operating Systems,True
C105,Thu,4,10:40,11:30,FREE,False
C105,Thu,5,11:30,12:20,Linear Algebra,True
C105,Thu,6,13:10,14:00,FREE,False
C105,Thu,7,14:00,14:50,Machine Learning,True
C105,Thu,8,14:50,15:40,Machine Learning,True
C105,Fri,1,08:00,08:50,Economics,True
C105,Fri,2,08:50,09:40,Probability & Stats,True
C105,Fri,3,09:50,10:40,DBMS,True
C105,Fri,4,10:40,11:30,FREE,False
C105,Fri,5,11:30,12:20,DBMS,True
C105,Fri,6,13:10,14:00,FREE,False
C105,Fri,7,14:00,14:50,Operating Systems,True
C105,Fri,8,14:50,15:40,FREE,False
C206,Mon,1,08:00,08:50,FREE,False
C206,Mon,2,08:50,09:40,Computer Networks,True
C206,Mon,3,09:50,10:40,DBMS,True
C206,Mon,4,10:40,11:30,FREE,False
C206,Mon,5,11:30,12:20,FREE,False
C206,Mon,6,13:10,14:00,FREE,False
C206,Mon,7,14:00,14:50,FREE,False
C206,Mon,8,14:50,15:40,Operating Systems,True
C206,Tue,1,08:00,08:50,Probability & Stats,True
C206,Tue,2,08:50,09:40,FREE,False
C206,Tue,3,09:50,10:40,Computer Networks,True
C206,Tue,4,10:40,11:30,Computer Networks,True
C206,Tue,5,11:30,12:20,FREE,False
C206,Tue,6,13:10,14:00,Machine Learning,True
C206,Tue,7,14:00,14:50,FREE,False
C206,Tue,8,14:50,15:40,Economics,True
C206,Wed,1,08:00,08:50,FREE,False
C206,Wed,2,08:50,09:40,Software Engineering,True
C206,Wed,3,09:50,10:40,Computer Networks,True
C206,Wed,4,10:40,11:30,Data Structures,True
C206,Wed,5,11:30,12:20,Operating Systems,True
C206,Wed,6,13:10,14:00,Computer Networks,True
C206,Wed,7,14:00,14:50,FREE,False
C206,Wed,8,14:50,15:40,FREE,False
C206,Thu,1,08:00,08:50,Computer Networks,True
C206,Thu,2,08:50,09:40,FREE,False
C206,Thu,3,09:50,10:40,FREE,False
C206,Thu,4,10:40,11:30,FREE,False
C206,Thu,5,11:30,12:20,Communication Skills,True
C206,Thu,6,13:10,14:00,FREE,False
C206,Thu,7,14:00,14:50,Data Structures,True
C206,Thu,8,14:50,15:40,Communication Skills,True
C206,Fri,1,08:00,08:50,FREE,False
C206,Fri,2,08:50,09:40,Computer Networks,True
C206,Fri,3,09:50,10:40,FREE,False
C206,Fri,4,10:40,11:30,FREE,False
C206,Fri,5,11:30,12:20,FREE,False
C206,Fri,6,13:10,14:00,FREE,False
C206,Fri,7,14:00,14:50,Software Engineering,True
C206,Fri,8,14:50,15:40,Data Structures,True
C107,Mon,1,08:00,08:50,Machine Learning,True
C107,Mon,2,08:50,09:40,Linear Algebra,True
C107,Mon,3,09:50,10:40,Computer Networks,True
C107,Mon,4,10:40,11:30,Computer Networks,True
C107,Mon,5,11:30,12:20,FREE,False
C107,Mon,6,13:10,14:00,FREE,False
C107,Mon,7,14:00,14:50,Economics,True
C107,Mon,8,14:50,15:40,Economics,True
C107,Tue,1,08:00,08:50,Communication Skills,True
C107,Tue,2,08:50,09:40,FREE,False
C107,Tue,3,09:50,10:40,FREE,False
C107,Tue,4,10:40,11:30,Operating Systems,True
C107,Tue,5,11:30,12:20,FREE,False
C107,Tue,6,13:10,14:00,Software Engineering,True
C107,Tue,7,14:00,14:50,Operating Systems,True
C107,Tue,8,14:50,15:40,FREE,False
C107,Wed,1,08:00,08:50,FREE,False
C107,Wed,2,08:50,09:40,FREE,False
C107,Wed,3,09:50,10:40,FREE,False
C107,Wed,4,10:40,11:30,Linear Algebra,True
C107,Wed,5,11:30,12:20,FREE,False
C107,Wed,6,13:10,14:00,Computer Networks,True
C107,Wed,7,14:00,14:50,FREE,False
C107,Wed,8,14:50,15:40,Software Engineering,True
C107,Thu,1,08:00,08:50,FREE,False
